session_id,image_id,rating,updated_at
bbff5150-e0e4-425f-b177-5b9aa44c0d49,201,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,202,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,203,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,204,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,205,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,206,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,207,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,208,true,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,209,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,210,true,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,211,true,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,212,true,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,213,true,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,214,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,215,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,216,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,217,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,218,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,219,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,220,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,221,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,222,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,223,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,224,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,225,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,226,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,227,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,228,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,229,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,230,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,231,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,232,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,233,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,234,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,235,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,236,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,237,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,238,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,239,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,240,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,241,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,242,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,243,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,244,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,245,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,246,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,247,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,248,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,249,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,250,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,251,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,252,false,2026-07-09 13:14:22.80807+00
